_ID,EMPID,PROJECTNAME,MAJORSKILL,STATUS
661832ed3a055b1dbdd85227,EMP104,E-commerce Platform Redesign,Continuous Integration,Rejected
661832ed3a055b1dbdd85228,EMP105,Remote Team Collaboration Platform,Kotlin,Accepted
661832ed3a055b1dbdd85229,EMP105,Smart City Waste Management System,Continuous Deployment,Accepted
661832ed3a055b1dbdd8522a,EMP105,AI-driven Customer Service Chatbot,JavaScript,Rejected
661832ed3a055b1dbdd8522b,EMP105,Emergency Response Management App,Kotlin,Rejected
661832ed3a055b1dbdd8522c,EMP106,Smart Home Automation System,Documentation,Rejected
661832ed3a055b1dbdd8522d,EMP106,Online Medical Consultation App,RESTful API,Rejected
661832ed3a055b1dbdd8522e,EMP106,Augmented Reality Shopping Experience,RESTful API,Accepted
661832ed3a055b1dbdd8522f,EMP107,Emergency Response Management App,Behavior-Driven Development,Accepted
661832ed3a055b1dbdd85230,EMP107,Personalized News Aggregator,Continuous Deployment,Rejected
661832ed3a055b1dbdd85231,EMP108,Cybersecurity Incident Response Tool,.NET,Rejected
661832ed3a055b1dbdd85232,EMP108,Virtual Reality Training Simulation,Test-Driven Development,Rejected
661832ed3a055b1dbdd85233,EMP108,Online Learning Management System,NoSQL,Accepted
661832ed3a055b1dbdd85234,EMP109,Cybersecurity Incident Response Tool,Collaboration,Accepted
661832ed3a055b1dbdd85235,EMP109,Smart City Waste Management System,Artificial Intelligence,Rejected
661832ed3a055b1dbdd85239,EMP109,Augmented Reality Shopping Experience,Artificial Intelligence,Rejected
661832ed3a055b1dbdd8523a,EMP109,Food Delivery Optimization Algorithm,Collaboration,Rejected
661832ed3a055b1dbdd8523b,EMP110,Fitness and Nutrition Tracking App,Penetration Testing,Rejected
661832ed3a055b1dbdd8523c,EMP110,Mental Health Chatbot,Data Visualization,Accepted
661832ed3a055b1dbdd8523d,EMP110,Food Delivery Optimization Algorithm,Data Visualization,Accepted
661832ed3a055b1dbdd8523e,EMP111,Food Delivery Optimization Algorithm,Vue.js,Ongoing
661832ed3a055b1dbdd8523f,EMP111,Healthcare Data Analytics Platform,Scrum,Ongoing
661832ed3a055b1dbdd85240,EMP111,Smart City Waste Management System,Flask,Rejected
661832ed3a055b1dbdd85241,EMP112,Smart City Waste Management System,Node.js,Rejected
661832ed3a055b1dbdd85242,EMP112,Fitness and Nutrition Tracking App,Python,Rejected
661832ed3a055b1dbdd85243,EMP112,Wildlife Conservation Monitoring System,Git,Accepted
661832ed3a055b1dbdd85244,EMP112,AI-powered Virtual Assistant,Node.js,Rejected
661832ed3a055b1dbdd85245,EMP113,Autonomous Drone Delivery Service,Agile Product Management,Ongoing
661832ed3a055b1dbdd85246,EMP113,Online Learning Management System,Agile Product Management,Accepted
661832ed3a055b1dbdd85247,EMP114,Mental Health Chatbot,Communication,Ongoing
661832ed3a055b1dbdd85248,EMP114,Augmented Reality Shopping Experience,Collaboration,Accepted
661832ed3a055b1dbdd85249,EMP114,Remote Team Collaboration Platform,Communication,Accepted
661832ed3a055b1dbdd8524a,EMP115,Renewable Energy Management System,Node.js,Ongoing
661832ed3a055b1dbdd8524b,EMP115,Augmented Reality Shopping Experience,Kotlin,Rejected
661832ed3a055b1dbdd8524c,EMP115,Online Medical Consultation App,MySQL,Accepted
661832ed3a055b1dbdd8524d,EMP116,Healthcare Data Analytics Platform,Business Analysis,Accepted
661832ed3a055b1dbdd8524e,EMP116,Smart Parking Management System,Scrum,Accepted
661832ed3a055b1dbdd8524f,EMP116,Online Event Ticketing Platform,Java,Ongoing
661832ed3a055b1dbdd85250,EMP116,Real Estate Property Finder App,Scrum,Rejected
661832ed3a055b1dbdd85251,EMP117,AI-powered Virtual Assistant,CI/CD,Accepted
661832ed3a055b1dbdd85252,EMP117,E-commerce Platform Redesign,Support,Ongoing
661832ed3a055b1dbdd85253,EMP118,Smart City Waste Management System,Python,Accepted
661832ed3a055b1dbdd85254,EMP118,Cybersecurity Incident Response Tool,User Stories,Ongoing
661832ed3a055b1dbdd85255,EMP119,Online Event Ticketing Platform,Behavior-Driven Development,Ongoing
661832ed3a055b1dbdd85256,EMP119,Personalized News Aggregator,Collaboration,Ongoing
661832ed3a055b1dbdd85257,EMP119,Smart Home Automation System,Leadership,Accepted
661832ed3a055b1dbdd85258,EMP120,Emergency Response Management App,CSS,Ongoing
661832ed3a055b1dbdd85259,EMP120,Smart Parking Management System,Swift,Accepted
661832ed3a055b1dbdd8525a,EMP120,Augmented Reality Shopping Experience,Behavior-Driven Development,Rejected
661832ed3a055b1dbdd8525b,EMP120,Cybersecurity Incident Response Tool,Swift,Rejected
661832ed3a055b1dbdd8525c,EMP121,Fitness and Nutrition Tracking App,Penetration Testing,Ongoing
661832ed3a055b1dbdd8525d,EMP121,Renewable Energy Management System,Penetration Testing,Accepted
661832ed3a055b1dbdd8525e,EMP121,Personal Finance Tracker App,Penetration Testing,Accepted
661832ed3a055b1dbdd8525f,EMP121,Emergency Response Management App,Communication,Ongoing
661832ed3a055b1dbdd85260,EMP122,Augmented Reality Shopping Experience,Agile Product Management,Accepted
661832ed3a055b1dbdd85261,EMP122,Real Estate Property Finder App,Agile Product Management,Accepted
661832ed3a055b1dbdd85262,EMP123,Smart Home Automation System,RESTful API,Rejected
661832ed3a055b1dbdd85263,EMP123,Online Medical Consultation App,Prototyping,Rejected
661832ed3a055b1dbdd85264,EMP123,Online Event Ticketing Platform,UI/UX Design,Accepted
661832ed3a055b1dbdd85265,EMP123,Personal Finance Tracker App,RESTful API,Ongoing
661832ed3a055b1dbdd85266,EMP124,Cybersecurity Incident Response Tool,Interaction Design,Rejected
661832ed3a055b1dbdd85267,EMP124,AI-driven Customer Service Chatbot,Collaboration,Accepted
661832ed3a055b1dbdd85268,EMP124,Climate Change Prediction Model,User Stories,Rejected
661832ed3a055b1dbdd85269,EMP124,Agricultural Crop Monitoring System,User Stories,Accepted
661832ed3a055b1dbdd8526a,EMP125,Food Delivery Optimization Algorithm,Leadership,Accepted
661832ed3a055b1dbdd8526b,EMP125,Smart City Waste Management System,Artificial Intelligence,Accepted
661832ed3a055b1dbdd8526c,EMP126,Emergency Response Management App,Problem Solving,Rejected
661832ed3a055b1dbdd8526d,EMP126,Smart Parking Management System,Flask,Rejected
661832ed3a055b1dbdd8526e,EMP126,Food Delivery Optimization Algorithm,Machine Learning,Ongoing
661832ed3a055b1dbdd8526f,EMP126,Smart Home Automation System,Product Management,Ongoing
661832ed3a055b1dbdd85270,EMP127,Personalized News Aggregator,Support,Ongoing
661832ed3a055b1dbdd85271,EMP127,Augmented Reality Shopping Experience,Support,Accepted
661832ed3a055b1dbdd85272,EMP127,Climate Change Prediction Model,RESTful API,Rejected
661832ed3a055b1dbdd85273,EMP127,Personal Finance Tracker App,RESTful API,Ongoing
661832ed3a055b1dbdd85274,EMP128,Climate Change Prediction Model,Docker,Rejected
661832ed3a055b1dbdd85275,EMP128,Personalized News Aggregator,PHP,Rejected
661832ed3a055b1dbdd85276,EMP128,Healthcare Data Analytics Platform,User Stories,Rejected
661832ed3a055b1dbdd85277,EMP129,E-commerce Platform Redesign,NoSQL,Rejected
661832ed3a055b1dbdd85278,EMP129,Urban Traffic Management Solution,MySQL,Accepted
661832ed3a055b1dbdd8527c,EMP129,Augmented Reality Shopping Experience,MySQL,Rejected
661832ed3a055b1dbdd8527d,EMP130,Cybersecurity Incident Response Tool,Git,Rejected
661832ed3a055b1dbdd8527e,EMP130,E-commerce Platform Redesign,Behavior-Driven Development,Rejected
661832ed3a055b1dbdd8527f,EMP130,Personal Finance Tracker App,Behavior-Driven Development,Ongoing
661832ed3a055b1dbdd85280,EMP131,Urban Traffic Management Solution,Communication,Rejected
661832ed3a055b1dbdd85281,EMP131,Agricultural Crop Monitoring System,Data Visualization,Rejected
661832ed3a055b1dbdd85282,EMP131,AI-driven Customer Service Chatbot,Collaboration,Ongoing
661832ed3a055b1dbdd85283,EMP132,Virtual Reality Training Simulation,HTML,Accepted
661832ed3a055b1dbdd85284,EMP132,Augmented Reality Shopping Experience,HTML,Ongoing
661832ed3a055b1dbdd85285,EMP132,Smart Parking Management System,Azure,Ongoing
661832ed3a055b1dbdd85286,EMP133,Personal Finance Tracker App,Requirements Analysis,Ongoing
661832ed3a055b1dbdd85287,EMP133,AI-driven Customer Service Chatbot,Vue.js,Rejected
661832ed3a055b1dbdd85288,EMP134,Mental Health Chatbot,Prototyping,Accepted
661832ed3a055b1dbdd85289,EMP134,Wildlife Conservation Monitoring System,Support,Accepted
661832ed3a055b1dbdd8528a,EMP135,Augmented Reality Shopping Experience,Artificial Intelligence,Rejected
661832ed3a055b1dbdd8528b,EMP135,Wildlife Conservation Monitoring System,NoSQL,Ongoing
661832ed3a055b1dbdd8528c,EMP135,Smart City Waste Management System,Interaction Design,Accepted
661832ed3a055b1dbdd8528d,EMP135,Mental Health Chatbot,Interaction Design,Rejected
661832ed3a055b1dbdd8528e,EMP136,Food Delivery Optimization Algorithm,Statistical Analysis,Rejected
661832ed3a055b1dbdd8528f,EMP136,Personalized News Aggregator,Business Analysis,Accepted
661832ed3a055b1dbdd85290,EMP136,Smart Home Automation System,Statistical Analysis,Ongoing
661832ed3a055b1dbdd85291,EMP136,AI-powered Virtual Assistant,Statistical Analysis,Accepted
661832ed3a055b1dbdd85292,EMP137,Renewable Energy Management System,Documentation,Accepted
661832ed3a055b1dbdd85293,EMP137,Urban Traffic Management Solution,Agile Product Management,Accepted
661832ed3a055b1dbdd85294,EMP137,Remote Team Collaboration Platform,.NET,Accepted
661832ed3a055b1dbdd85295,EMP137,Smart Parking Management System,.NET,Accepted
661832ed3a055b1dbdd85296,EMP138,Climate Change Prediction Model,React,Ongoing
661832ed3a055b1dbdd85297,EMP138,Language Translation Service,HTML,Accepted
661832ed3a055b1dbdd85298,EMP138,Online Event Ticketing Platform,HTML,Ongoing
661832ed3a055b1dbdd85299,EMP139,Augmented Reality Shopping Experience,Data Science,Rejected
661832ed3a055b1dbdd8529a,EMP139,IoT-based Smart Agriculture Solution,Data Science,Ongoing
661832ed3a055b1dbdd8529b,EMP139,Personal Finance Tracker App,Statistical Analysis,Rejected
661832ed3a055b1dbdd8529c,EMP140,Augmented Reality Shopping Experience,MongoDB,Ongoing
661832ed3a055b1dbdd8529d,EMP140,Food Delivery Optimization Algorithm,MySQL,Rejected
661832ed3a055b1dbdd8529e,EMP140,Autonomous Drone Delivery Service,MongoDB,Ongoing
661832ed3a055b1dbdd8529f,EMP141,IoT-based Smart Agriculture Solution,Scrum,Ongoing
661832ed3a055b1dbdd852a0,EMP141,Urban Traffic Management Solution,UI/UX Design,Rejected
661832ed3a055b1dbdd852a1,EMP141,Smart City Waste Management System,UI/UX Design,Accepted
661832ed3a055b1dbdd852a2,EMP141,Online Event Ticketing Platform,UI/UX Design,Accepted
661832ed3a055b1dbdd852a3,EMP142,Online Event Ticketing Platform,Cryptography,Ongoing
661832ed3a055b1dbdd852a4,EMP142,Renewable Energy Management System,Git,Ongoing
661832ed3a055b1dbdd852a5,EMP143,Healthcare Data Analytics Platform,MySQL,Accepted
661832ed3a055b1dbdd852a6,EMP143,Virtual Reality Training Simulation,MySQL,Accepted
661832ed3a055b1dbdd852a7,EMP143,Renewable Energy Management System,NoSQL,Rejected
661832ed3a055b1dbdd852a8,EMP143,Remote Team Collaboration Platform,NoSQL,Accepted
661832ed3a055b1dbdd852a9,EMP144,IoT-based Smart Agriculture Solution,C#,Accepted
661832ed3a055b1dbdd852aa,EMP144,Mental Health Chatbot,Agile Methodologies,Ongoing
661832ed3a055b1dbdd852ab,EMP144,Healthcare Data Analytics Platform,Prototyping,Ongoing
661832ed3a055b1dbdd852ac,EMP145,Smart City Waste Management System,Docker,Accepted
661832ed3a055b1dbdd852ad,EMP145,Autonomous Drone Delivery Service,Agile Product Management,Accepted
661832ed3a055b1dbdd852ae,EMP145,Emergency Response Management App,Data Analysis,Ongoing
661832ed3a055b1dbdd852af,EMP145,Personal Finance Tracker App,Docker,Ongoing
661832ed3a055b1dbdd852b0,EMP146,Online Event Ticketing Platform,CI/CD,Rejected
661832ed3a055b1dbdd852b1,EMP146,Wildlife Conservation Monitoring System,Troubleshooting,Accepted
661832ed3a055b1dbdd852b2,EMP146,Personalized News Aggregator,CI/CD,Rejected
661832ed3a055b1dbdd852b3,EMP147,Online Medical Consultation App,CI/CD,Ongoing
661832ed3a055b1dbdd852b4,EMP147,Smart City Waste Management System,CI/CD,Accepted
661832ed3a055b1dbdd852b5,EMP147,Smart Home Automation System,Continuous Deployment,Rejected
661832ed3a055b1dbdd852b6,EMP148,AI-powered Virtual Assistant,Scrum,Accepted
661832ed3a055b1dbdd852b7,EMP148,Online Medical Consultation App,Product Management,Ongoing
661832ed3a055b1dbdd852b8,EMP148,Wildlife Conservation Monitoring System,Swift,Accepted
661832ed3a055b1dbdd852b9,EMP148,E-commerce Platform Redesign,Product Management,Accepted
661832ed3a055b1dbdd852ba,EMP149,Personalized News Aggregator,React,Ongoing
661832ed3a055b1dbdd852bb,EMP149,AI-driven Customer Service Chatbot,Java,Ongoing
661832ed3a055b1dbdd852bf,EMP149,Smart City Waste Management System,Wireframing,Accepted
661832ed3a055b1dbdd852c0,EMP150,Agricultural Crop Monitoring System,C#,Ongoing
661832ed3a055b1dbdd852c1,EMP150,Food Delivery Optimization Algorithm,MySQL,Ongoing
661832ed3a055b1dbdd852c2,EMP150,Blockchain-based Supply Chain Management,C#,Rejected
661832ed3a055b1dbdd852c3,EMP151,Augmented Reality Shopping Experience,Requirements Analysis,Ongoing
661832ed3a055b1dbdd852c4,EMP151,Online Medical Consultation App,Statistical Analysis,Ongoing
661832ed3a055b1dbdd852c5,EMP151,Smart City Waste Management System,Troubleshooting,Ongoing
661832ed3a055b1dbdd852c6,EMP152,Cybersecurity Incident Response Tool,PHP,Rejected
661832ed3a055b1dbdd852c7,EMP152,Personal Finance Tracker App,Data Visualization,Accepted
661832ed3a055b1dbdd852c8,EMP153,IoT-based Smart Agriculture Solution,Data Science,Rejected
661832ed3a055b1dbdd852c9,EMP153,Virtual Reality Training Simulation,Django,Ongoing
661832ed3a055b1dbdd852ca,EMP153,Blockchain-based Supply Chain Management,Django,Accepted
661832ed3a055b1dbdd852cb,EMP153,Augmented Reality Shopping Experience,Responsive Design,Accepted
661832ed3a055b1dbdd852cc,EMP154,Online Event Ticketing Platform,Problem Solving,Rejected
661832ed3a055b1dbdd852cd,EMP154,AI-driven Customer Service Chatbot,Kotlin,Ongoing
661832ed3a055b1dbdd852ce,EMP154,Agricultural Crop Monitoring System,Problem Solving,Rejected
661832ed3a055b1dbdd852cf,EMP155,Remote Team Collaboration Platform,Accessibility,Rejected
661832ed3a055b1dbdd852d0,EMP155,Virtual Reality Training Simulation,Node.js,Accepted
661832ed3a055b1dbdd852d1,EMP155,Cybersecurity Incident Response Tool,Accessibility,Ongoing
661832ed3a055b1dbdd852d2,EMP156,Wildlife Conservation Monitoring System,User Stories,Ongoing
661832ed3a055b1dbdd852d3,EMP156,Smart City Waste Management System,RESTful API,Rejected
661832ed3a055b1dbdd852d4,EMP156,Renewable Energy Management System,React,Rejected
661832ed3a055b1dbdd852d5,EMP156,Fitness and Nutrition Tracking App,User Stories,Accepted
661832ed3a055b1dbdd852d6,EMP157,Personal Finance Tracker App,Continuous Deployment,Ongoing
661832ed3a055b1dbdd852d7,EMP157,Personalized News Aggregator,Git,Ongoing
661832ed3a055b1dbdd852d8,EMP158,Agricultural Crop Monitoring System,AWS,Accepted
661832ed3a055b1dbdd852d9,EMP158,Online Event Ticketing Platform,Data Science,Rejected
661832ed3a055b1dbdd852da,EMP158,Autonomous Drone Delivery Service,AWS,Accepted
661832ed3a055b1dbdd852db,EMP159,Autonomous Drone Delivery Service,Azure,Rejected
661832ed3a055b1dbdd852dc,EMP159,Renewable Energy Management System,Azure,Accepted
661832ed3a055b1dbdd852dd,EMP159,AI-powered Virtual Assistant,PHP,Rejected
661832ed3a055b1dbdd852de,EMP160,Fitness and Nutrition Tracking App,Product Management,Accepted
661832ed3a055b1dbdd852df,EMP160,Online Medical Consultation App,Objective-C,Rejected
661832ed3a055b1dbdd852e0,EMP161,AI-driven Customer Service Chatbot,Agile Methodologies,Rejected
661832ed3a055b1dbdd852e1,EMP161,Smart Home Automation System,Artificial Intelligence,Ongoing
661832ed3a055b1dbdd852e2,EMP161,Remote Team Collaboration Platform,Java,Accepted
661832ed3a055b1dbdd852e3,EMP162,Food Delivery Optimization Algorithm,HTML,Ongoing
661832ed3a055b1dbdd852e4,EMP162,Real Estate Property Finder App,HTML,Ongoing
661832ed3a055b1dbdd852e5,EMP162,Online Learning Management System,GraphQL,Accepted
661832ed3a055b1dbdd852e6,EMP163,Food Delivery Optimization Algorithm,Git,Accepted
661832ed3a055b1dbdd852e7,EMP163,Smart Home Automation System,Angular,Rejected
661832ed3a055b1dbdd852e8,EMP164,Wildlife Conservation Monitoring System,Continuous Integration,Accepted
661832ed3a055b1dbdd852e9,EMP164,Renewable Energy Management System,Continuous Integration,Rejected
661832ed3a055b1dbdd852ea,EMP164,AI-powered Virtual Assistant,Flask,Ongoing
661832ed3a055b1dbdd852eb,EMP165,Renewable Energy Management System,Java,Ongoing
661832ed3a055b1dbdd852ec,EMP165,Language Translation Service,Accessibility,Accepted
661832ed3a055b1dbdd852ed,EMP165,Autonomous Drone Delivery Service,Troubleshooting,Accepted
661832ed3a055b1dbdd852ee,EMP165,Fitness and Nutrition Tracking App,Java,Accepted
661832ed3a055b1dbdd852ef,EMP166,Renewable Energy Management System,MongoDB,Ongoing
661832ed3a055b1dbdd852f0,EMP166,Autonomous Drone Delivery Service,.NET,Rejected
661832ed3a055b1dbdd852f1,EMP166,Online Learning Management System,Containerization,Rejected
661832ed3a055b1dbdd852f2,EMP167,Online Learning Management System,Requirements Analysis,Accepted
661832ed3a055b1dbdd852f3,EMP167,Personalized News Aggregator,GraphQL,Accepted
661832ed3a055b1dbdd852f4,EMP167,Food Delivery Optimization Algorithm,HTML,Accepted
661832ed3a055b1dbdd852f5,EMP167,AI-powered Virtual Assistant,GraphQL,Accepted
661832ed3a055b1dbdd852f6,EMP168,Mental Health Chatbot,Business Analysis,Accepted
661832ed3a055b1dbdd852f7,EMP168,IoT-based Smart Agriculture Solution,HTML,Accepted
661832ed3a055b1dbdd852f8,EMP169,Real Estate Property Finder App,MongoDB,Ongoing
661832ed3a055b1dbdd852f9,EMP169,Online Event Ticketing Platform,Angular,Ongoing
661832ed3a055b1dbdd852fa,EMP169,Smart City Waste Management System,RESTful API,Rejected
661832ed3a055b1dbdd852fb,EMP170,Climate Change Prediction Model,React,Ongoing
661832ed3a055b1dbdd852fc,EMP170,Online Medical Consultation App,.NET,Ongoing
661832ed3a055b1dbdd852fd,EMP170,E-commerce Platform Redesign,.NET,Accepted
661832ed3a055b1dbdd852fe,EMP171,Smart Home Automation System,NoSQL,Accepted
661832ed3a055b1dbdd85302,EMP171,Climate Change Prediction Model,Docker,Accepted
661832ed3a055b1dbdd85303,EMP171,Healthcare Data Analytics Platform,NoSQL,Ongoing
661832ed3a055b1dbdd85304,EMP172,Online Learning Management System,Support,Rejected
661832ed3a055b1dbdd85305,EMP172,IoT-based Smart Agriculture Solution,Support,Accepted
661832ed3a055b1dbdd85306,EMP172,Fitness and Nutrition Tracking App,MySQL,Rejected
661832ed3a055b1dbdd85307,EMP173,Blockchain-based Supply Chain Management,JavaScript,Accepted
661832ed3a055b1dbdd85308,EMP173,Real Estate Property Finder App,JavaScript,Ongoing
661832ed3a055b1dbdd85309,EMP173,Climate Change Prediction Model,Product Management,Rejected
661832ed3a055b1dbdd8530a,EMP174,Climate Change Prediction Model,Problem Solving,Ongoing
661832ed3a055b1dbdd8530b,EMP174,Renewable Energy Management System,Problem Solving,Accepted
661832ed3a055b1dbdd8530c,EMP174,E-commerce Platform Redesign,Google Cloud Platform,Accepted
661832ed3a055b1dbdd8530d,EMP174,Augmented Reality Shopping Experience,Google Cloud Platform,Rejected
661832ed3a055b1dbdd8530e,EMP175,Smart Parking Management System,Penetration Testing,Accepted
661832ed3a055b1dbdd8530f,EMP175,Agricultural Crop Monitoring System,Wireframing,Ongoing
661832ed3a055b1dbdd85310,EMP176,Personal Finance Tracker App,Artificial Intelligence,Rejected
661832ed3a055b1dbdd85311,EMP176,Augmented Reality Shopping Experience,Continuous Integration,Ongoing
661832ed3a055b1dbdd85312,EMP176,Blockchain-based Supply Chain Management,Git,Accepted
661832ed3a055b1dbdd85313,EMP176,Healthcare Data Analytics Platform,Vue.js,Accepted
661832ed3a055b1dbdd85314,EMP177,Real Estate Property Finder App,SQL,Ongoing
661832ed3a055b1dbdd85315,EMP177,Language Translation Service,Flask,Ongoing
661832ed3a055b1dbdd85316,EMP178,Online Medical Consultation App,Artificial Intelligence,Rejected
661832ed3a055b1dbdd85317,EMP178,AI-driven Customer Service Chatbot,Documentation,Accepted
661832ed3a055b1dbdd85318,EMP178,Agricultural Crop Monitoring System,Technical Writing,Rejected
661832ed3a055b1dbdd85319,EMP178,Renewable Energy Management System,Documentation,Rejected
661832ed3a055b1dbdd8531a,EMP179,Personal Finance Tracker App,Behavior-Driven Development,Ongoing
661832ed3a055b1dbdd8531b,EMP179,Climate Change Prediction Model,Agile Methodologies,Rejected
661832ed3a055b1dbdd8531c,EMP179,Fitness and Nutrition Tracking App,CI/CD,Rejected
661832ed3a055b1dbdd8531d,EMP180,AI-powered Virtual Assistant,Data Science,Ongoing
661832ed3a055b1dbdd8531e,EMP180,E-commerce Platform Redesign,Kotlin,Accepted
661832ed3a055b1dbdd8531f,EMP180,Emergency Response Management App,Django,Ongoing
661832ed3a055b1dbdd85320,EMP181,Personalized News Aggregator,Business Analysis,Rejected
661832ed3a055b1dbdd85321,EMP181,Remote Team Collaboration Platform,Cybersecurity,Rejected
661832ed3a055b1dbdd85322,EMP181,Smart Parking Management System,RESTful API,Rejected
661832ed3a055b1dbdd85323,EMP181,Real Estate Property Finder App,Cybersecurity,Accepted
661832ed3a055b1dbdd85324,EMP182,E-commerce Platform Redesign,Test-Driven Development,Accepted
661832ed3a055b1dbdd85325,EMP182,Personal Finance Tracker App,Node.js,Accepted
661832ed3a055b1dbdd85326,EMP183,Language Translation Service,Git,Accepted
661832ed3a055b1dbdd85327,EMP183,Cybersecurity Incident Response Tool,Data Analysis,Ongoing
661832ed3a055b1dbdd85328,EMP183,E-commerce Platform Redesign,Cybersecurity,Rejected
661832ed3a055b1dbdd85329,EMP184,Agricultural Crop Monitoring System,Vue.js,Ongoing
661832ed3a055b1dbdd8532a,EMP184,Augmented Reality Shopping Experience,Ruby,Ongoing
661832ed3a055b1dbdd8532b,EMP184,AI-powered Virtual Assistant,Ruby,Ongoing
661832ed3a055b1dbdd8532c,EMP184,Remote Team Collaboration Platform,Continuous Integration,Rejected
661832ed3a055b1dbdd8532d,EMP185,Online Medical Consultation App,Containerization,Accepted
661832ed3a055b1dbdd8532e,EMP185,Augmented Reality Shopping Experience,Containerization,Accepted
661832ed3a055b1dbdd8532f,EMP185,Renewable Energy Management System,Swift,Ongoing
661832ed3a055b1dbdd85330,EMP186,AI-driven Customer Service Chatbot,Git,Ongoing
661832ed3a055b1dbdd85331,EMP186,Smart City Waste Management System,Git,Accepted
661832ed3a055b1dbdd85332,EMP187,Augmented Reality Shopping Experience,SQL,Accepted
661832ed3a055b1dbdd85333,EMP187,AI-driven Customer Service Chatbot,SQL,Accepted
661832ed3a055b1dbdd85334,EMP188,Real Estate Property Finder App,Test-Driven Development,Accepted
661832ed3a055b1dbdd85335,EMP188,Smart Parking Management System,Django,Ongoing
661832ed3a055b1dbdd85336,EMP189,Augmented Reality Shopping Experience,C#,Accepted
661832ed3a055b1dbdd85337,EMP189,Online Learning Management System,C#,Ongoing
661832ed3a055b1dbdd85338,EMP189,Personalized News Aggregator,Penetration Testing,Ongoing
661832ed3a055b1dbdd85339,EMP189,Fitness and Nutrition Tracking App,.NET,Ongoing
661832ed3a055b1dbdd8533a,EMP190,Smart City Waste Management System,Leadership,Rejected
661832ed3a055b1dbdd8533b,EMP190,Real Estate Property Finder App,Continuous Deployment,Rejected
661832ed3a055b1dbdd8533c,EMP190,AI-driven Customer Service Chatbot,Leadership,Ongoing
661832ed3a055b1dbdd8533d,EMP191,Remote Team Collaboration Platform,Interaction Design,Rejected
661832ed3a055b1dbdd8533e,EMP191,Food Delivery Optimization Algorithm,Network Security,Accepted
661832ed3a055b1dbdd8533f,EMP192,Emergency Response Management App,Cybersecurity,Accepted
661832ed3a055b1dbdd85340,EMP192,Renewable Energy Management System,Cybersecurity,Accepted
661832ed3a055b1dbdd85341,EMP192,Language Translation Service,Cybersecurity,Accepted
661832ed3a055b1dbdd85344,EMP193,Online Medical Consultation App,Java,Ongoing
661832ed3a055b1dbdd85345,EMP193,Smart Parking Management System,Java,Rejected
661832ed3a055b1dbdd85346,EMP193,Smart Home Automation System,Django,Ongoing
661832ed3a055b1dbdd85347,EMP194,Climate Change Prediction Model,Network Security,Ongoing
661832ed3a055b1dbdd85348,EMP194,Virtual Reality Training Simulation,.NET,Ongoing
661832ed3a055b1dbdd85349,EMP194,Fitness and Nutrition Tracking App,.NET,Accepted
661832ed3a055b1dbdd8534a,EMP194,Agricultural Crop Monitoring System,Network Security,Accepted
661832ed3a055b1dbdd8534b,EMP195,Renewable Energy Management System,C#,Ongoing
661832ed3a055b1dbdd8534c,EMP195,Autonomous Drone Delivery Service,RESTful API,Accepted
661832ed3a055b1dbdd8534d,EMP196,Agricultural Crop Monitoring System,React,Accepted
661832ed3a055b1dbdd8534e,EMP196,Food Delivery Optimization Algorithm,Penetration Testing,Ongoing
661832ed3a055b1dbdd8534f,EMP197,Smart City Waste Management System,Interaction Design,Accepted
661832ed3a055b1dbdd85350,EMP197,AI-powered Virtual Assistant,AWS,Accepted
661832ed3a055b1dbdd85351,EMP198,Smart Parking Management System,Node.js,Accepted
661832ed3a055b1dbdd85352,EMP198,Smart Home Automation System,Python,Accepted
661832ed3a055b1dbdd85353,EMP198,Emergency Response Management App,Python,Rejected
661832ed3a055b1dbdd85354,EMP199,Emergency Response Management App,Technical Writing,Rejected
661832ed3a055b1dbdd85355,EMP199,Climate Change Prediction Model,Technical Writing,Accepted
661832ed3a055b1dbdd85356,EMP199,Urban Traffic Management Solution,Microservices,Rejected
