EMPLOYEE_ID,PROJECT_NAME,TECHSTACK_USED,STATUS
EMP159,Renewable Energy Management System,Azure,Accepted
EMP159,AI-powered Virtual Assistant,PHP,Rejected
EMP160,Fitness and Nutrition Tracking App,Product Management,Accepted
EMP160,Online Medical Consultation App,Objective-C,Rejected
EMP161,AI-driven Customer Service Chatbot,Agile Methodologies,Rejected
EMP161,Smart Home Automation System,Artificial Intelligence,Ongoing
EMP161,Remote Team Collaboration Platform,Java,Accepted
EMP162,Food Delivery Optimization Algorithm,HTML,Ongoing
EMP162,Real Estate Property Finder App,HTML,Ongoing
EMP162,Online Learning Management System,GraphQL,Accepted
EMP163,Food Delivery Optimization Algorithm,Git,Accepted
EMP163,Smart Home Automation System,Angular,Rejected
EMP164,Wildlife Conservation Monitoring System,Continuous Integration,Accepted
EMP164,Renewable Energy Management System,Continuous Integration,Rejected
EMP164,AI-powered Virtual Assistant,Flask,Ongoing
EMP165,Renewable Energy Management System,Java,Ongoing
EMP165,Language Translation Service,Accessibility,Accepted
EMP165,Autonomous Drone Delivery Service,Troubleshooting,Accepted
EMP165,Fitness and Nutrition Tracking App,Java,Accepted
EMP166,Renewable Energy Management System,MongoDB,Ongoing
EMP166,Autonomous Drone Delivery Service,.NET,Rejected
EMP166,Online Learning Management System,Containerization,Rejected
EMP167,Online Learning Management System,Requirements Analysis,Accepted
EMP167,Personalized News Aggregator,GraphQL,Accepted
EMP167,Food Delivery Optimization Algorithm,HTML,Accepted
EMP167,AI-powered Virtual Assistant,GraphQL,Accepted
EMP168,Mental Health Chatbot,Business Analysis,Accepted
EMP168,IoT-based Smart Agriculture Solution,HTML,Accepted
EMP169,Real Estate Property Finder App,MongoDB,Ongoing
EMP169,Online Event Ticketing Platform,Angular,Ongoing
EMP169,Smart City Waste Management System,RESTful API,Rejected
EMP170,Climate Change Prediction Model,React,Ongoing
EMP170,Online Medical Consultation App,.NET,Ongoing
EMP170,E-commerce Platform Redesign,.NET,Accepted
EMP171,Smart Home Automation System,NoSQL,Accepted
EMP171,Climate Change Prediction Model,Docker,Accepted
EMP171,Healthcare Data Analytics Platform,NoSQL,Ongoing
EMP172,Online Learning Management System,Support,Rejected
EMP172,IoT-based Smart Agriculture Solution,Support,Accepted
EMP172,Fitness and Nutrition Tracking App,MySQL,Rejected
EMP173,Blockchain-based Supply Chain Management,JavaScript,Accepted
EMP173,Real Estate Property Finder App,JavaScript,Ongoing
EMP173,Climate Change Prediction Model,Product Management,Rejected
EMP174,Climate Change Prediction Model,Problem Solving,Ongoing
EMP174,Renewable Energy Management System,Problem Solving,Accepted
EMP174,E-commerce Platform Redesign,Google Cloud Platform,Accepted
EMP174,Augmented Reality Shopping Experience,Google Cloud Platform,Rejected
EMP175,Smart Parking Management System,Penetration Testing,Accepted
EMP175,Agricultural Crop Monitoring System,Wireframing,Ongoing
EMP176,Personal Finance Tracker App,Artificial Intelligence,Rejected
EMP176,Augmented Reality Shopping Experience,Continuous Integration,Ongoing
EMP176,Blockchain-based Supply Chain Management,Git,Accepted
EMP176,Healthcare Data Analytics Platform,Vue.js,Accepted
EMP177,Real Estate Property Finder App,SQL,Ongoing
EMP177,Language Translation Service,Flask,Ongoing
EMP178,Online Medical Consultation App,Artificial Intelligence,Rejected
EMP178,AI-driven Customer Service Chatbot,Documentation,Accepted
EMP178,Agricultural Crop Monitoring System,Technical Writing,Rejected
EMP178,Renewable Energy Management System,Documentation,Rejected
EMP179,Personal Finance Tracker App,Behavior-Driven Development,Ongoing
EMP179,Climate Change Prediction Model,Agile Methodologies,Rejected
EMP179,Fitness and Nutrition Tracking App,CI/CD,Rejected
EMP180,AI-powered Virtual Assistant,Data Science,Ongoing
EMP180,E-commerce Platform Redesign,Kotlin,Accepted
EMP180,Emergency Response Management App,Django,Ongoing
EMP181,Personalized News Aggregator,Business Analysis,Rejected
EMP181,Remote Team Collaboration Platform,Cybersecurity,Rejected
EMP181,Smart Parking Management System,RESTful API,Rejected
EMP181,Real Estate Property Finder App,Cybersecurity,Accepted
EMP182,E-commerce Platform Redesign,Test-Driven Development,Accepted
EMP182,Personal Finance Tracker App,Node.js,Accepted
EMP183,Language Translation Service,Git,Accepted
EMP183,Cybersecurity Incident Response Tool,Data Analysis,Ongoing
EMP183,E-commerce Platform Redesign,Cybersecurity,Rejected
EMP184,Agricultural Crop Monitoring System,Vue.js,Ongoing
EMP184,Augmented Reality Shopping Experience,Ruby,Ongoing
EMP184,AI-powered Virtual Assistant,Ruby,Ongoing
EMP184,Remote Team Collaboration Platform,Continuous Integration,Rejected
EMP185,Online Medical Consultation App,Containerization,Accepted
EMP185,Augmented Reality Shopping Experience,Containerization,Accepted
EMP185,Renewable Energy Management System,Swift,Ongoing
EMP186,AI-driven Customer Service Chatbot,Git,Ongoing
EMP186,Smart City Waste Management System,Git,Accepted
EMP187,Augmented Reality Shopping Experience,SQL,Accepted
EMP187,AI-driven Customer Service Chatbot,SQL,Accepted
EMP188,Real Estate Property Finder App,Test-Driven Development,Accepted
EMP188,Smart Parking Management System,Django,Ongoing
EMP189,Augmented Reality Shopping Experience,C#,Accepted
EMP189,Online Learning Management System,C#,Ongoing
EMP189,Personalized News Aggregator,Penetration Testing,Ongoing
EMP189,Fitness and Nutrition Tracking App,.NET,Ongoing
EMP190,Smart City Waste Management System,Leadership,Rejected
EMP190,Real Estate Property Finder App,Continuous Deployment,Rejected
EMP190,AI-driven Customer Service Chatbot,Leadership,Ongoing
EMP191,Remote Team Collaboration Platform,Interaction Design,Rejected
EMP191,Food Delivery Optimization Algorithm,Network Security,Accepted
EMP192,Emergency Response Management App,Cybersecurity,Accepted
EMP192,Renewable Energy Management System,Cybersecurity,Accepted
EMP192,Language Translation Service,Cybersecurity,Accepted
EMP193,Online Medical Consultation App,Java,Ongoing
EMP193,Smart Parking Management System,Java,Rejected
EMP193,Smart Home Automation System,Django,Ongoing
EMP194,Climate Change Prediction Model,Network Security,Ongoing
EMP194,Virtual Reality Training Simulation,.NET,Ongoing
EMP194,Fitness and Nutrition Tracking App,.NET,Accepted
EMP194,Agricultural Crop Monitoring System,Network Security,Accepted
EMP195,Renewable Energy Management System,C#,Ongoing
EMP195,Autonomous Drone Delivery Service,RESTful API,Accepted
EMP196,Agricultural Crop Monitoring System,React,Accepted
EMP196,Food Delivery Optimization Algorithm,Penetration Testing,Ongoing
EMP197,Smart City Waste Management System,Interaction Design,Accepted
EMP197,AI-powered Virtual Assistant,AWS,Accepted
EMP198,Smart Parking Management System,Node.js,Accepted
EMP198,Smart Home Automation System,Python,Accepted
EMP198,Emergency Response Management App,Python,Rejected
EMP199,Emergency Response Management App,Technical Writing,Rejected
EMP199,Climate Change Prediction Model,Technical Writing,Accepted
EMP199,Urban Traffic Management Solution,Microservices,Rejected
